type,element_id,text,metadata.filename,metadata.filetype,metadata.languages,metadata.page_number
ListItem,20e78c9a4444112f7b51ca4bdcb7709f,Current OMSCS students who have been academically dismissed and/or who have taken three or more consecutive semesters off must seek readmission.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
ListItem,b39504b09be50edf90527c9fd8a1669a,Admitted students who have not yet matriculated into the OMSCS program must reapply if they are past the one,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
ListItem,8c8576d06a86287c3c8a1da176a3ea1b,year deferral time frame from their original application term.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
NarrativeText,23520ed86f255b6c7e6644df2e0283bc,"If I am readmitted, will my previously-earned credits still count?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
NarrativeText,d3fcf0dbcb8025662989f2c077eb1341,"Yes — your eligible, previously-earned credits will count toward your OMSCS degree if you are approved for readmission (subject to the six-year program completion rule). To clarify, it is not possible to “start over” or “erase” your previous academic history, as that always will be a part of your student record.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
NarrativeText,9afb22d64a9dd57abfe6f495f6819883,"What if | need to seek readmission but have not fulfilled my foundational requirement as of yet? We will address your foundational requirement as part of the readmission application process, so there is nothing additional that you need to do regarding this when seeking readmission.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
NarrativeText,cb9a8c43f3f349632f706cff64456d5a,Is there anything | need to do if | wish to take a semester off?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
NarrativeText,f9b962b4e5ecf8edb91f2ab7a05a6680,"If you wish to take 3 semester off, you simply should not enroll in a course for that term. If you are registered for a future term, please be sure to drop your course(s) once you have an active time ticket so that you are not charged tuition/fees. You do not need to notify your advisor or complete/submit any forms. Please keep the readmission policy in mind, as you will need to seek readmission if you skip three or more consecutive semesters (including the summer semester).",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
NarrativeText,0c6eab0ce6300582090eb968ce50e43b,"Also, please remember that Summer registration and Fall Phase | registration take place at the same time. Therefore, if you are planning to skip the summer semester but will enroll for the fall, you should plan to register for the fall semester during Phase |. If you miss the Phase | registration period, you will have another chance to enroll during Phase Il (though course availability most likely will be more limited).",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
NarrativeText,afcdcc11c04ef15b159baf0be8899f1d,Can | work as a TA during a semester that | am not enrolled in a course?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
NarrativeText,be169e56f342485e49b05df1ee553e66,"OMSCS students can work as a TA during a semester in which they are not enrolled, only if they do not need to seek readmission. If they are 1 their third consecutively-skipped semester and will need to seek readmission to enroll in a future semester, then they are not eligible to be a TA.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
NarrativeText,dc3532fd560bd8139c4c351a1fdeed4c,"What if | need to take an extended amount of time off from school due to an extenuating circumstance (such as required military service, maternity/paternity leave, scheduled surgery, etc. )?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
NarrativeText,39e410c7bff69ddc8f128fe2ffa37c1d,"Students may be eligible for an approved Leave of Absence. Please review Section C of the academic catalog for more information. If you have any questions regarding the Leave of Absence policy, please 66 sure to contact the Registrar’s Office directly.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
NarrativeText,3630e693eb3759dbca006d3e7bad9e95,Please note the following regarding the Leave of Absence policy:,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
ListItem,4464624800c2c381f659c07dff91bab8,The Leave of Absence cannot be approved retroactively.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
ListItem,9d84dbbd8e0065c5fb4ea5e0179ee395,"An approved Leave of Absence would be effective in 8 future term. Students on an approved Leave 아 Absence would not have to apply for readmission and would be able to retain their email accounts during the approved absence. Prior to returning, the student would have 10 notify the Registrar’s Office so that their record could be reactivated for re",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
ListItem,617ea64220cf57ab170a98a157fe6e4f,entry.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
ListItem,88c1ea4d38f0a6f366b02d3b19c5de34,"The Leave of Absence would cover eligible students for at least three and no more than seven semesters (including summer). If the seventh semester is 8 spring term, students may opt to return in either the summer or fall term.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
NarrativeText,7d03f8c5a33e018f436fb7e0153aa599,Students on an approved Leave of Absence may not attend class or access other campus services. The form to request an approved Leave 아 Absence is on the Registrar’s Office’s website. o Please be sure to use your advisor’s direct email address (NOT oms-advising@cc.gatech.edu) when submitting this form via DocuSign.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
ListItem,abad3569ef0bd9bc1a8dae4157bc4c58,The Leave of Absence may 06 used more than once but for no more than seven total semesters during the student’s enrollment at Georgia Tech.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
ListItem,fc7ae9a59e9d23c20d8bf18c2d3b1cf7,"Students who have been placed on academic drop, suspended, or expelled for disciplinary reasons may not participate.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",32
ListItem,8b7ca58de0ad46d310a24c82702a6980,Students must clear up any other issues such as registration holds or providing any requested documentation prior to re,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
ListItem,d14c1d8566d6ae781166f2d15cbb02bc,entry. The approved Leave of Absence does not override other considerations or restrictions on enroliment.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
ListItem,840dc84f4b324bbe5efb7ea4eaea82f3,"Students should apply for a Leave of Absence 35 soon as possible. Applications for a Leave of Absence will require review and signatures by the Office of the Dean 이 Students and the student’'s major academic advisor. Other signature approvals, such as the Office of International Education and Financial Aid, also may need to be obtained.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
NarrativeText,26874bfdf6bdbbe547722a03b87cda99,으 Students should bear in mind the time limits in determining the anticipated date of return.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
NarrativeText,899feba1050c3806f2f3031b20dd0ed0,"o As areminder, readmission is required when three or more consecutive terms have been missed (the summer term counts as one of the consecutive semesters, even though students are not required to enroll in the summer term). However, once students have made the decision that they will have to or need to be out for three or more consecutive terms, and the students wish to return to Georgia Tech without being readmitted, the application for a Leave of Absence should be filed with the Registrar’s Office.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
NarrativeText,5d1e6c84b4cafc7a4059d233475a691a,o The clock begins when the student does not enroll for a third consecutive term. The Leave 아 Absence would have to be in effect for the third consecutive missed term to avoid readmission.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
ListItem,fe8a38c329131cb0811213ed67f51d0e,Students must file 3 Return from Leave of Absence form to return. If the leave exceeds the seven,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
ListItem,7df4bd6a71825a7a3c9363694237f8c5,"semester time frame, the student must apply for readmission. The form is available on the Registrar’s Office’s website under the “Forms” menu.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
ListItem,e476666e6852070aa12142617e554e70,"As stated previously, the Leave of Absence, if approved, would be effective in a future term. It will not be approved to be effective in the term in which the application is made. It in no way supplants or replaces any other policy. If a student needs to withdraw from classes within a given term, they should follow 6 standard withdrawal process, and if a Leave of Absence is needed or desired, it would be effective for a future term(s) only as approved.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
ListItem,4b5e40396173e186b3440ac2a06a9030,Applications for a Leave of Absence are due by:,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
Title,8c1967d009ed13f25e537dfe3e7c405a,o Fall,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
Title,e716944de6be6f5067a6a6e4ae99a089,July 1,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
Title,d90eac2e44592b85acc60b3815cc110e,o Spring — December 1,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
NarrativeText,b059d427257f31a38b526ea95761bd5b,으 Summer,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
Title,b5a03b2e8fb617449cdb9725287cf2a7,April 1,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
Title,9efe2b4d3d004cb3c7a2f8c3b80a21a6,Graduation,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
UncategorizedText,c977dbe785221d34114d345fdf8ff4e1,1.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
NarrativeText,8c32b06ddd271fce58e37dfefad8dbec,When do students need to apply for graduation?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
NarrativeText,2a4c22b21ba24c7198ac167f19791e0c,"Students will need to apply for graduation in the semester preceding the semester they plan to graduate. For example, students who will be graduating by the end of the Spring 2023 term were asked to apply for graduation during the Fall 2022 term. OMSCS Advising will send email notifications with step-by-step instructions on how and when to apply for graduation.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
NarrativeText,a841f7f1d1637354f0b9dee6da25797b,"Please note that our departmental deadline is earlier than the posted Institute deadline for students’ benefit. If the advisors do not have time to process/audit students’ graduation application materials before the registration period ends for the anticipated graduation term, we cannot ensure that students will meet their degree requirements by the end of that term.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
NarrativeText,c88737cc163d813743242498dab46203,"What is the process once | apply for graduation? After you submit your Online Application for Graduation (OAG) and completed Program of Study (POS) form, your advisor will conduct several audits on your record to ensure you are on track to graduate by the end of the term:",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
ListItem,f25a1fa1f463a0f0dddaabbaf024db1a,The first audit is completed prior to the start of Phase 11 registration for your graduation term. The purpose of this audit is to ensure you are enrolled in the course(s) you need to fulfill your degree requirements.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
ListItem,a334a39e6eec6e0a5cc8d60bac6b94a4,116 second audit is completed after Phase 11 registration has ended to ensure that you remained registered in the appropriate course(s).,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
ListItem,8df863a3ca2f92e14a283b3af0cde37a,The third audit is completed after the semester’s withdrawal deadline to ensure you did not withdraw from a course(s) you need to graduate.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
ListItem,d1632e297557175f3728013bfc4fb559,The final audit is completed after grades have been released for the semester so that we can confirm that you successfully met all of your degree requirements.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",33
UncategorizedText,e3b7e7a038be142c2a042fc1f7374d00,10.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,78da528ba6696fe713d9f339e1cecd55,"When registering for my final semester, what happens if | am waitlisted for a course(s) that | need to graduate, or the wait list for the course(s) | need to graduate is full?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,9a01efeef213a31acd938517205b5c2c,"As we have done in previous semesters, we will ensure that official degree candidates (students who have submitted the OAG and a completed POS form to their advisor by the departmental deadline) are registered for the specialization course(s) that they need to graduate. As we are conducting our first audit, we make note of any degree candidates who are waitlisted for or not yet waitlisted for a specific specialization course(s) that they need. As we get closer to the Phase 11 registration period, we will bump these students 10 the top 아 the wait list(s).",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,fb44d21e5ea0b4b215a80a6d84e93b75,Please note that we only do this for specialization courses. not “free” electives.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,728707f4fd1242bca23df0aac6a35d55,"Therefore, if you are waitlisted, please be sure to monitor your account carefully and frequently to ensure that you do not miss a wait list notification, if you receive one. If you are not yet on the wait list, be sure to monitor the course, add yourself to the wait list as soon 35 3 50806 becomes available, and notify your advisor once you are on the wait list.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,ebaba8e351a2892bf923adad0333e5bd,What resources should | consult as a degree candidate?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,9282dca77979d41667cf717a3701db03,"Please visit the Registrar’s “Degree Candidate” website for helpful information. There are additional links available on the Commencement website that may be of interest to you, including information regarding the commencement ceremony. The Commencement Office’s contact information can be found online if you have any questions.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,f499210e40d6e700b14a10bb9667c4fa,Am | invited to participate in the commencement ceremony?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,222c579a409382ae2a799c5fbc3dfaaf,"OMSCS students are invited 10 participate in the commencement ceremonies. Please note that commencement ceremonies only take place in the spring and fall terms. If you are a summer graduate, you would 66 invited to attend the fall commencement ceremony. For more information regarding commencement ceremonies, please visit the Commencement website.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,f5f051f21880a94a9950bb3f39f92337,"How long after commencement will | receive my diploma? Diplomas are printed by an outside company, and it typically takes eight to twelve weeks after the commencement ceremony for the diplomas to be printed and mailed.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,25b0c222e27a811ed7165fc680862616,Who should | contact if | need to update my diploma address 아 if | have other questions regarding my diploma?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,e56b5ddfc4187dd481f05bbcd09a1245,Please send a message from your GT email account to diplomas@reqistrar.gatech.edu for assistance with updating your diploma address or if you have any other questions regarding your diploma.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,0c0aa4cebc9f74b63f20cb1a9401a760,"I have applied to graduate by the end 아 the semester, and | need a document to prove this. Are there any documents that the Institute can provide to show that | am approaching my graduation date?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,9cf972b2edb816d057489456056ff5be,"As per the Registrar’s website, “[s]tudents who have petitioned for a degree for the term may request a letter stating that they have a ‘pending’ degree and that the degree will be awarded when all requirements for the degree are completed. This option is not available for students who have already been awarded a degree. Students who wish to have verification of an awarded degree should request a Degree Verification instead.” Please visit the website linked above for more information on how to request this letter.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,e790dffd54222bd6ca2f2aaa747e734a,"If I am not sure that | will meet the degree requirements by the end 아 the term, am | still permitted to attend the commencement ceremony?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,cfbefa886dfccf129a9ddd888862d6f7,"Since grades are not finalized until after the commencement ceremony, there have been times when students have attended the commencement ceremony but unfortunately did not earn the grade(s) they needed. 10 this case, the student would need to enroll 10 a future term in order to fulfill the degree requirements.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,e186e60979bc660dc0921d7bee89cce2,"Therefore, if you are a degree candidate and have followed the steps on the Commencement Office’s website to attend the ceremony, you should be eligible to attend, even if you are not sure you will obtain the grade(s) you need. Please feel free to contact the Commencement Office directly if you have additional questions regarding this. As a reminder, the Commencement Office’s contact information can be found online.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,57781ae0e121cf6e66f8031ec172c7f0,"When will | know that | completed my degree requirements and will graduate from the OMSCS program? Grades typically are released on the Tuesday after the commencement ceremony. Our office performs the final degree audit once grades have been posted so that degrees can be conferred by the Thursday of that same week. Therefore, as explained previously, it unfortunately is possible for students to attend the commencement ceremony and later discover that they did not earn the grade(s) they needed to fulfill the degree requirements.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",34
UncategorizedText,c977dbe785221d34114d345fdf8ff4e1,1.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
UncategorizedText,25602777cecc667d222cfeb509c62be1,12.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
UncategorizedText,352e15aaca7dcf8dec5093dacd9256df,13.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
UncategorizedText,45d873d4bfdc6bbe6925297328210da8,14.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
UncategorizedText,205812a9ce3f23bf985028f7b93ba7f8,15.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,3abf914b6eea976ac18d066e0e305c53,"We will notify students if this is the case, but fortunately this does not happen often.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,18ec9597363452b532f644fdc4ba40e4,What happens if | apply to graduate and do not meet the degree requirements by the end of that term?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,33e934647386f96ea2ec34fd1938a10a,"If you did not meet the degree requirements by the end of the term for which you applied to graduate, your graduation application would be inactivated. To clarify, these are the most common reasons why your graduation application would need to be inactivated:",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,2554f8e3e7b4c090d39aad11bed64da7,You did not register for the courses you needed to fulfill your degree requirements by the end of the term. You withdrew from a course(s) you needed to fulfill your degree requirements by 6 end of the term. You did not earn the grade(s) you needed to fulfill your degree requirements.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,e750749a9a88bd56f8db0c3e5e094188,You did not earn the overall cumulative 3.0 GPA requirement.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,c88cfcae29af67e6fd473d19a762397b,"Once your graduation application was inactivated, you would need to re-apply for graduation and submit updated graduation materials 35 instructed by OMSCS Advising for your new anticipated graduation term.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,5e47eb20cce06b300d2a9842e50dcbf8,"What happens if | pass my courses and fulfill my course/specialization requirements, but my cumulative GPA is below 3.0?",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,24408318098f43480b8510f23333c6e8,"Even if you complete your courses and ultimately fulfill your course/specialization requirements for the MSCS degree, you cannot graduate from the OMSCS program if your cumulative GPA is not 3.0 or higher. Therefore, you would be required to take additional courses beyond the required 30 hours in order to increase your GPA and meet the minimum requirement of a 3.0. Please be sure to contact your advisor directly for further guidance, especially if you are considering repeating a course, 35 students cannot repeat courses in which the grade of “B” or higher has been earned previously.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,52e0d730d0441af416b73dfc09ab2949,Is it possible to graduate with honors/distinctions from the OMSCS program? Graduating with distinction/honors is not available at the graduate level at Georgia Tech. Please visit,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
Title,61da41de0ffd190f57ab3037d104d219,https://reqistrar.gatech.edu/info/degree,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
Title,dda18a0e21ae47c53b4309434cbc02ae,candidate,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
Title,78b9b0e7f9422d4203458e3d1019bbb2,fag#about,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,e3b0c44298fc1c149afbf4c8996fb924,,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
Title,4949fe9331a5d7e2f0fa67f0fe24ca02,honors for more information.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,4fca2fe7cc35422176f9cf14a409693c,Can | continue taking OMSCS courses after | graduate from the program?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,d80bb457b6edc4d7324b23136645cd89,"It is possible for students to continue taking courses after they have graduated. In the semester you are graduating, you should tell your academic advisor (after your graduating term’s withdrawal deadline) that you wish to become a special/non-degree student in the next (or in a future) term. Term-specific information regarding the exact timeline and deadline to submit the required form should be available after that term’s withdrawal deadline.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,172931e2f9591797f078b57af7bcabc2,"To confirm, special/non-degree requests are not processed until after degrees have been awarded by the Registrar’s Office at the end 아 the term, as the advisors 00 not want to request the status change in the unfortunate event that a student did not fulfill the degree requirements that term as planned.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,41edc81d3473f577c835698c2d9b5176,Please keep in mind the following regarding the special/non-degree student status:,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,d6d0ce6c2f9fa5b158f39fb073c5185a,You will continue paying OMSCS tuition and fees.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,99389e00c7f1bfbdc0ce4f138e3a9a95,You will have a later registration time ticket than most degree,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,6627795e33497f6df0a66fdd63db22cc,seeking students.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,b1cb295ddc84f080ff17c22804680a63,The same rule applies in that if special/non,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,c856954fcc8ca923a6e4e2a9cffa07b5,"degree students do not enroll for three consecutive terms (including the summer term), they have to apply for readmission.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,bd2eb27bf1156059868e2eb969f93b38,The special/non,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,107d198ef84e362a05dffe0e1244e255,degree status will last until you apply for another program at Georgia Tech.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,e9ce0b8f54e86647e6cea403dc42c5bb,There is no overall limit on how many courses you can take 35 a special/non,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,87fa2c6015cf6b73ba5a99f06118c677,degree student.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,553369467a1640292ab8d0ed8d0279a3,"You would earn credits in the sense that if you wanted 10 transfer them 10 another institution, you could. However, at Georgia Tech, the credits would not count for anything.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,2966419d5e80e22bdb39891daf6ae4ab,Courses taken as 3 special/non,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,d655749306ca2c98694decc34ae64636,"degree student will alter your GPA because the GPA does not start over with a new class standing. However, for the purposes of your resume, whatever your GPA was when your degree was awarded will be your MS GPA.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,2966419d5e80e22bdb39891daf6ae4ab,Courses taken as 3 special/non,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
ListItem,2952013a30c8126a028b3b1455095602,degree student will appear on your transcript and become a part of your student record (this is not optional).,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,65b3da4bb1bb8a714a14ade2905025b7,Can | continue being a TA after | graduate from the program?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,ac0fc48bdf65318711afe5af2de0a4df,"This is possible, but it is more complicated than taking courses after graduating. You would have to be hired as a part-time instructor. The hiring takes more time, and you have to consent to a background check. Therefore, you should be absolutely sure that you really want to continue being a TA before you apply.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,d43d7af3539a3331e13e1f44b997fb2f,"Also, please note that international students who are not living in the U.S. most likely cannot be hired as TAs, as the Institute has to be able to verify your identity and conduct a background check, and you have to have a Social Security number to do this. International students who are not living in the U.S. may not work as TAs for free.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",35
UncategorizedText,3ec1d1e80d46e73bc4cdd8ffbefd4655,16.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",36
UncategorizedText,264c32868d21e30d036fbe28a167da2f,17.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",36
NarrativeText,0713e46f7455fd3c54a8b668a307cc10,"Unless we hire them as a TA, there is no way of holding them accountable for their work as a TA.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",36
NarrativeText,8eb6eff0abf45534a68ba1a4d9bdb50a,What technology-related services will | retain as a graduate of Georgia Tech?,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",36
NarrativeText,1a02bf74448f77dd891afd60db147e39,"Please visit https:/gatech.service-now.com/home?id=kb_article view&sysparm_article=KB0027556 and https://gatech.service-now.com/home?id=kb_article_view&sysparm_article=KB0027599 for information on what will happen to your GT accounts once you have graduated from the OMSCS program. If you have any questions regarding this, please contact OIT directly. Their contact information can be found on their website.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",36
NarrativeText,91016f6c5c60350156b810b4b4f651d5,How can I request a degree verification from the Institute? Please visit the Registrar’s website for information on how to request a degree verification.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",36
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",36
Title,a490f907091d83f88230760f18155f16,SECTION L. GEORGIA TECH DIRECTORY INFORMATION,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",37
Title,caac6b5a1b4a9a7d14f78735dc1eb685,DEPARTMENT & WEBSITE,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",37
Title,f02070b065b1416ff3823c9bb05116f3,CONTACT INFORMATION,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",37
Title,8baa33187bc9cd3106c4eb091e73d8d1,REASON(S) TO CONTACT,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",37
Title,f944af73079e2b5af12920e9c035dae1,Bursar’s Office,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",37
Title,0e8e850cb541c21007d46ca96b5fd863,https://www.bursar.gatech.edu/,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",37
Title,320f4aa0648a65936cf6bfdc8d71da19,BuzzCard Center,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",37
Title,d2cbe0dcfd119b3a739bca539a0d2d79,https://www.buzzcard.gatech.edu/,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",37
Title,a449e8a9f8d9e2250129e7791e0abf04,Campus Recreation Center (CRC),spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",37
Title,2567f2ce942586d06ef0a09c1af9ad07,https://crc.gatech.edu/home,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",37
Title,ba7cfe147e4d2826ce855fed9e5d93d5,College of Computing Career,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",37
Title,21b6a798321a49f75b9c3827fa3cfdb7,Development,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",37
